study,trial_name,year,cultivar,location,lat,lon,state,commercial,group,ai,block,sev,yld,rust
14,CNP,2017,TMG 2181 IPRO,Campo Novo do Parecis,-13.6638,-57.8886,MT,Bravonil,Isoftalonitrilas,CLOR,1,15.0,3115,
14,CNP,2017,TMG 2181 IPRO,Campo Novo do Parecis,-13.6638,-57.8886,MT,Bravonil,Isoftalonitrilas,CLOR,2,15.0,3877,
14,CNP,2017,TMG 2181 IPRO,Campo Novo do Parecis,-13.6638,-57.8886,MT,Bravonil,Isoftalonitrilas,CLOR,3,20.0,3493,
14,CNP,2017,TMG 2181 IPRO,Campo Novo do Parecis,-13.6638,-57.8886,MT,Bravonil,Isoftalonitrilas,CLOR,4,25.0,3286,
15,ITA,2017,TMG 2181 IPRO,Campo Novo do Parecis,-13.6638,-57.8886,MT,Bravonil,Isoftalonitrilas,CLOR,1,20.0,4755.233241,1
15,ITA,2017,TMG 2181 IPRO,Campo Novo do Parecis,-13.6638,-57.8886,MT,Bravonil,Isoftalonitrilas,CLOR,2,15.0,3813.641586,1
15,ITA,2017,TMG 2181 IPRO,Campo Novo do Parecis,-13.6638,-57.8886,MT,Bravonil,Isoftalonitrilas,CLOR,3,7.0,3964.609885,1
15,ITA,2017,TMG 2181 IPRO,Campo Novo do Parecis,-13.6638,-57.8886,MT,Bravonil,Isoftalonitrilas,CLOR,4,30.0,4138.96052,1
16,NM,2017,TMG 2181 IPRO,Nova Mutum,-13.817,-56.0884,MT,Bravonil,Isoftalonitrilas,CLOR,1,20.0,4632.997395,
16,NM,2017,TMG 2181 IPRO,Nova Mutum,-13.817,-56.0884,MT,Bravonil,Isoftalonitrilas,CLOR,2,25.0,3734.179137,
16,NM,2017,TMG 2181 IPRO,Nova Mutum,-13.817,-56.0884,MT,Bravonil,Isoftalonitrilas,CLOR,3,25.0,4005.109079,
16,NM,2017,TMG 2181 IPRO,Nova Mutum,-13.817,-56.0884,MT,Bravonil,Isoftalonitrilas,CLOR,4,20.0,3976.966708,
17,CTPA,2017,M 9144RR,Doverlândia,-16.7213,-52.3166,GO,Bravonil,Isoftalonitrilas,CLOR,1,16.5,3414.4,0
17,CTPA,2017,M 9144RR,Doverlândia,-16.7213,-52.3166,GO,Bravonil,Isoftalonitrilas,CLOR,2,16.9,3394,0
17,CTPA,2017,M 9144RR,Doverlândia,-16.7213,-52.3166,GO,Bravonil,Isoftalonitrilas,CLOR,3,16.8,3087.4,0
17,CTPA,2017,M 9144RR,Doverlândia,-16.7213,-52.3166,GO,Bravonil,Isoftalonitrilas,CLOR,4,16.9,3207,0
18,FEG,2017,8579 RSF IPRO,Uruaçu,-14.5246,-49.1469,GO,Bravonil,Isoftalonitrilas,CLOR,1,17.5,3707,0
18,FEG,2017,8579 RSF IPRO,Uruaçu,-14.5246,-49.1469,GO,Bravonil,Isoftalonitrilas,CLOR,2,28.5,3756,0
18,FEG,2017,8579 RSF IPRO,Uruaçu,-14.5246,-49.1469,GO,Bravonil,Isoftalonitrilas,CLOR,3,17.5,3545,0
18,FEG,2017,8579 RSF IPRO,Uruaçu,-14.5246,-49.1469,GO,Bravonil,Isoftalonitrilas,CLOR,4,9.5,3589,0
19,FACEM,2017,M 8473 IPRO,Sorriso,-12.5407,-55.7227,MT,Bravonil,Isoftalonitrilas,CLOR,1,23,3896,1
19,FACEM,2017,M 8473 IPRO,Sorriso,-12.5407,-55.7227,MT,Bravonil,Isoftalonitrilas,CLOR,2,25,3555,1
19,FACEM,2017,M 8473 IPRO,Sorriso,-12.5407,-55.7227,MT,Bravonil,Isoftalonitrilas,CLOR,3,28,3440,1
19,FACEM,2017,M 8473 IPRO,Sorriso,-12.5407,-55.7227,MT,Bravonil,Isoftalonitrilas,CLOR,4,23,3900,1
1,Embrapa Sinop,2017,M8210 IPRO,Sinop,-11.8544,-55.5103,MT,Carbendazim Nortox,Benzimidazole,CARB,1,15,2838,0
1,Embrapa Sinop,2017,M8210 IPRO,Sinop,-11.8544,-55.5103,MT,Carbendazim Nortox,Benzimidazole,CARB,2,20,3507,0
1,Embrapa Sinop,2017,M8210 IPRO,Sinop,-11.8544,-55.5103,MT,Carbendazim Nortox,Benzimidazole,CARB,3,20,3148,0
1,Embrapa Sinop,2017,M8210 IPRO,Sinop,-11.8544,-55.5103,MT,Carbendazim Nortox,Benzimidazole,CARB,4,10,3735,0
2,AgroCarregal,2017,CD 2728 IPRO,Rio Verde,-17.7928,-50.9196,GO,Carbendazim Nortox,Benzimidazole,CARB,1,40,4548,0
2,AgroCarregal,2017,CD 2728 IPRO,Rio Verde,-17.7928,-50.9196,GO,Carbendazim Nortox,Benzimidazole,CARB,2,45,4761,0
2,AgroCarregal,2017,CD 2728 IPRO,Rio Verde,-17.7928,-50.9196,GO,Carbendazim Nortox,Benzimidazole,CARB,3,42,4466,0
2,AgroCarregal,2017,CD 2728 IPRO,Rio Verde,-17.7928,-50.9196,GO,Carbendazim Nortox,Benzimidazole,CARB,4,40,4622,0
3,Fundação MS_Bonito,2017,BMX Potência RR,Bonito,-21.1282,-56.4879,MS,Carbendazim Nortox,Benzimidazole,CARB,1,16.0,3498,1
3,Fundação MS_Bonito,2017,BMX Potência RR,Bonito,-21.1282,-56.4879,MS,Carbendazim Nortox,Benzimidazole,CARB,2,13.8,3432,1
3,Fundação MS_Bonito,2017,BMX Potência RR,Bonito,-21.1282,-56.4879,MS,Carbendazim Nortox,Benzimidazole,CARB,3,15.0,3702,1
3,Fundação MS_Bonito,2017,BMX Potência RR,Bonito,-21.1282,-56.4879,MS,Carbendazim Nortox,Benzimidazole,CARB,4,12.6,3012,1
3,Fundação MS_Bonito,2017,BMX Potência RR,Bonito,-21.1282,-56.4879,MS,Carbendazim Nortox,Benzimidazole,CARB,5,21.4,3090,1
4,Fundação MS_CG,2017,NA 6700 IPRO,Campo Grande,-20.4649,-54.6218,MS,Carbendazim Nortox,Benzimidazole,CARB,1,6.1,3834,1
4,Fundação MS_CG,2017,NA 6700 IPRO,Campo Grande,-20.4649,-54.6218,MS,Carbendazim Nortox,Benzimidazole,CARB,2,5.6,3906,1
4,Fundação MS_CG,2017,NA 6700 IPRO,Campo Grande,-20.4649,-54.6218,MS,Carbendazim Nortox,Benzimidazole,CARB,3,8.6,3840,1
4,Fundação MS_CG,2017,NA 6700 IPRO,Campo Grande,-20.4649,-54.6218,MS,Carbendazim Nortox,Benzimidazole,CARB,4,4.6,3768,1
4,Fundação MS_CG,2017,NA 6700 IPRO,Campo Grande,-20.4649,-54.6218,MS,Carbendazim Nortox,Benzimidazole,CARB,5,6.9,3576,1
5,Fundação MS Maracaju,2017,NA 5909 RG,Maracaju,-21.6236,-55.1603,MS,Carbendazim Nortox,Benzimidazole,CARB,1,6.1,3354,1
5,Fundação MS Maracaju,2017,NA 5909 RG,Maracaju,-21.6236,-55.1603,MS,Carbendazim Nortox,Benzimidazole,CARB,2,4.8,3438,1
5,Fundação MS Maracaju,2017,NA 5909 RG,Maracaju,-21.6236,-55.1603,MS,Carbendazim Nortox,Benzimidazole,CARB,3,7.2,3552,1
5,Fundação MS Maracaju,2017,NA 5909 RG,Maracaju,-21.6236,-55.1603,MS,Carbendazim Nortox,Benzimidazole,CARB,4,5.5,3420,1
5,Fundação MS Maracaju,2017,NA 5909 RG,Maracaju,-21.6236,-55.1603,MS,Carbendazim Nortox,Benzimidazole,CARB,5,8.4,3612,1
6,Fundação MS Navirai,2017,BMX Potência RR,Naviraí,-23.0622,-54.2018,MS,Carbendazim Nortox,Benzimidazole,CARB,1,15.3,3186.0,1
6,Fundação MS Navirai,2017,BMX Potência RR,Naviraí,-23.0622,-54.2018,MS,Carbendazim Nortox,Benzimidazole,CARB,2,13.8,3432.0,1
6,Fundação MS Navirai,2017,BMX Potência RR,Naviraí,-23.0622,-54.2018,MS,Carbendazim Nortox,Benzimidazole,CARB,3,11.7,3024.0,1
6,Fundação MS Navirai,2017,BMX Potência RR,Naviraí,-23.0622,-54.2018,MS,Carbendazim Nortox,Benzimidazole,CARB,4,15.9,2994.0,1
6,Fundação MS Navirai,2017,BMX Potência RR,Naviraí,-23.0622,-54.2018,MS,Carbendazim Nortox,Benzimidazole,CARB,5,12.5,2970.0,1
7,CNParecis,2017,TMG 803,Campo Novo do Parecis,-13.6638,-57.8886,MT,Carbendazim Nortox,Benzimidazole,CARB,1,38.5,2767,0
7,CNParecis,2017,TMG 803,Campo Novo do Parecis,-13.6638,-57.8886,MT,Carbendazim Nortox,Benzimidazole,CARB,2,38.0,2976,0
7,CNParecis,2017,TMG 803,Campo Novo do Parecis,-13.6638,-57.8886,MT,Carbendazim Nortox,Benzimidazole,CARB,3,38.5,2859,0
7,CNParecis,2017,TMG 803,Campo Novo do Parecis,-13.6638,-57.8886,MT,Carbendazim Nortox,Benzimidazole,CARB,4,38.5,3337,0
8,Deciolandia,2017,TMG 803,Deciolândia,-14.1838,-57.5066,MT,Carbendazim Nortox,Benzimidazole,CARB,1,38.5,3098,0
8,Deciolandia,2017,TMG 803,Deciolândia,-14.1838,-57.5066,MT,Carbendazim Nortox,Benzimidazole,CARB,2,38.5,3048,0
8,Deciolandia,2017,TMG 803,Deciolândia,-14.1838,-57.5066,MT,Carbendazim Nortox,Benzimidazole,CARB,3,39.0,3101,0
8,Deciolandia,2017,TMG 803,Deciolândia,-14.1838,-57.5066,MT,Carbendazim Nortox,Benzimidazole,CARB,4,39.5,3141,0
9,Fundação Chapadão,2017,NA 5909 RG,Chapadão do Sul,-18.796,-52.6196,MS,Carbendazim Nortox,Benzimidazole,CARB,1,5.0,3903,0
9,Fundação Chapadão,2017,NA 5909 RG,Chapadão do Sul,-18.796,-52.6196,MS,Carbendazim Nortox,Benzimidazole,CARB,2,4.0,4088,0
9,Fundação Chapadão,2017,NA 5909 RG,Chapadão do Sul,-18.796,-52.6196,MS,Carbendazim Nortox,Benzimidazole,CARB,3,7.5,4488,0
9,Fundação Chapadão,2017,NA 5909 RG,Chapadão do Sul,-18.796,-52.6196,MS,Carbendazim Nortox,Benzimidazole,CARB,4,7.5,4084,0
10,Fundação Rio Verde,2017,M8210 IPRO,Lucas do Rio Verde,-13.0764,-55.9094,MT,Carbendazim Nortox,Benzimidazole,CARB,1,28.0,2926,0
10,Fundação Rio Verde,2017,M8210 IPRO,Lucas do Rio Verde,-13.0764,-55.9094,MT,Carbendazim Nortox,Benzimidazole,CARB,2,30.0,3291,0
10,Fundação Rio Verde,2017,M8210 IPRO,Lucas do Rio Verde,-13.0764,-55.9094,MT,Carbendazim Nortox,Benzimidazole,CARB,3,30.0,2545,0
10,Fundação Rio Verde,2017,M8210 IPRO,Lucas do Rio Verde,-13.0764,-55.9094,MT,Carbendazim Nortox,Benzimidazole,CARB,4,28.0,2667,0
11,Dalcin,2017,M8210 IPRO,Nova Xavantina,-14.6769,-52.3533,MT,Carbendazim Nortox,Benzimidazole,CARB,1,25.0,2335,1
11,Dalcin,2017,M8210 IPRO,Nova Xavantina,-14.6769,-52.3533,MT,Carbendazim Nortox,Benzimidazole,CARB,2,30.0,1989,1
11,Dalcin,2017,M8210 IPRO,Nova Xavantina,-14.6769,-52.3533,MT,Carbendazim Nortox,Benzimidazole,CARB,3,22.0,2043,1
11,Dalcin,2017,M8210 IPRO,Nova Xavantina,-14.6769,-52.3533,MT,Carbendazim Nortox,Benzimidazole,CARB,4,22.0,2213,1
12,UniRV,2017,TMG 2181 IPRO,Rio Verde,-17.7928,-50.9196,GO,Carbendazim Nortox,Benzimidazole,CARB,1,26.0,4274,0
12,UniRV,2017,TMG 2181 IPRO,Rio Verde,-17.7928,-50.9196,GO,Carbendazim Nortox,Benzimidazole,CARB,2,25.4,3482,0
12,UniRV,2017,TMG 2181 IPRO,Rio Verde,-17.7928,-50.9196,GO,Carbendazim Nortox,Benzimidazole,CARB,3,25.4,3695,0
12,UniRV,2017,TMG 2181 IPRO,Rio Verde,-17.7928,-50.9196,GO,Carbendazim Nortox,Benzimidazole,CARB,4,26.0,3590,0
13,Xingu,2017,TMG 2181 IPRO,Confresa,-10.6569,-51.5704,MT,Carbendazim Nortox,Benzimidazole,CARB,1,21.6,2459,0
13,Xingu,2017,TMG 2181 IPRO,Confresa,-10.6569,-51.5704,MT,Carbendazim Nortox,Benzimidazole,CARB,2,28.8,2732,0
13,Xingu,2017,TMG 2181 IPRO,Confresa,-10.6569,-51.5704,MT,Carbendazim Nortox,Benzimidazole,CARB,3,12.6,3085,0
13,Xingu,2017,TMG 2181 IPRO,Confresa,-10.6569,-51.5704,MT,Carbendazim Nortox,Benzimidazole,CARB,4,7.3,3100,0
14,CNP,2017,TMG 2181 IPRO,Campo Novo do Parecis,-13.6638,-57.8886,MT,Carbendazim Nortox,Benzimidazole,CARB,1,10.0,3522,
14,CNP,2017,TMG 2181 IPRO,Campo Novo do Parecis,-13.6638,-57.8886,MT,Carbendazim Nortox,Benzimidazole,CARB,2,13.0,3776,
14,CNP,2017,TMG 2181 IPRO,Campo Novo do Parecis,-13.6638,-57.8886,MT,Carbendazim Nortox,Benzimidazole,CARB,3,15.0,4062,
14,CNP,2017,TMG 2181 IPRO,Campo Novo do Parecis,-13.6638,-57.8886,MT,Carbendazim Nortox,Benzimidazole,CARB,4,17.0,3514,
15,ITA,2017,TMG 2181 IPRO,Campo Novo do Parecis,-13.6638,-57.8886,MT,Carbendazim Nortox,Benzimidazole,CARB,1,30.0,4115.5,1
15,ITA,2017,TMG 2181 IPRO,Campo Novo do Parecis,-13.6638,-57.8886,MT,Carbendazim Nortox,Benzimidazole,CARB,2,10.0,3716.6,1
15,ITA,2017,TMG 2181 IPRO,Campo Novo do Parecis,-13.6638,-57.8886,MT,Carbendazim Nortox,Benzimidazole,CARB,3,30.0,3246.1,1
15,ITA,2017,TMG 2181 IPRO,Campo Novo do Parecis,-13.6638,-57.8886,MT,Carbendazim Nortox,Benzimidazole,CARB,4,20.0,3497.6,1
16,NM,2017,TMG 2181 IPRO,Nova Mutum,-13.817,-56.0884,MT,Carbendazim Nortox,Benzimidazole,CARB,1,30.0,4203.9,
16,NM,2017,TMG 2181 IPRO,Nova Mutum,-13.817,-56.0884,MT,Carbendazim Nortox,Benzimidazole,CARB,2,40.0,3501.7,
16,NM,2017,TMG 2181 IPRO,Nova Mutum,-13.817,-56.0884,MT,Carbendazim Nortox,Benzimidazole,CARB,3,40.0,3511.9,
16,NM,2017,TMG 2181 IPRO,Nova Mutum,-13.817,-56.0884,MT,Carbendazim Nortox,Benzimidazole,CARB,4,35.0,4031.3,
17,CTPA,2017,M 9144RR,Doverlândia,-16.7213,-52.3166,GO,Carbendazim Nortox,Benzimidazole,CARB,1,14.1,3655.0,0
17,CTPA,2017,M 9144RR,Doverlândia,-16.7213,-52.3166,GO,Carbendazim Nortox,Benzimidazole,CARB,2,15.7,3890.6,0
17,CTPA,2017,M 9144RR,Doverlândia,-16.7213,-52.3166,GO,Carbendazim Nortox,Benzimidazole,CARB,3,15.0,3860.0,0
17,CTPA,2017,M 9144RR,Doverlândia,-16.7213,-52.3166,GO,Carbendazim Nortox,Benzimidazole,CARB,4,14.9,3514.6,0
18,FEG,2017,8579 RSF IPRO,Uruaçu,-14.5246,-49.1469,GO,Carbendazim Nortox,Benzimidazole,CARB,1,17.5,3524,0
18,FEG,2017,8579 RSF IPRO,Uruaçu,-14.5246,-49.1469,GO,Carbendazim Nortox,Benzimidazole,CARB,2,19,3236,0
18,FEG,2017,8579 RSF IPRO,Uruaçu,-14.5246,-49.1469,GO,Carbendazim Nortox,Benzimidazole,CARB,3,27,3151,0
18,FEG,2017,8579 RSF IPRO,Uruaçu,-14.5246,-49.1469,GO,Carbendazim Nortox,Benzimidazole,CARB,4,28.5,2879,0
19,FACEM,2017,M 8473 IPRO,Sorriso,-12.5407,-55.7227,MT,Carbendazim Nortox,Benzimidazole,CARB,1,45,3162,1
19,FACEM,2017,M 8473 IPRO,Sorriso,-12.5407,-55.7227,MT,Carbendazim Nortox,Benzimidazole,CARB,2,40,3078,1
19,FACEM,2017,M 8473 IPRO,Sorriso,-12.5407,-55.7227,MT,Carbendazim Nortox,Benzimidazole,CARB,3,41,3128,1
19,FACEM,2017,M 8473 IPRO,Sorriso,-12.5407,-55.7227,MT,Carbendazim Nortox,Benzimidazole,CARB,4,43,3108,1
1,Embrapa Sinop,2017,M8210 IPRO,Sinop,-11.8544,-55.5103,MT,Fox + Aureo,Triazolinthione+Strobilurin,PROT+TRIFL,1,5,2925,0
1,Embrapa Sinop,2017,M8210 IPRO,Sinop,-11.8544,-55.5103,MT,Fox + Aureo,Triazolinthione+Strobilurin,PROT+TRIFL,2,5,3372,0
1,Embrapa Sinop,2017,M8210 IPRO,Sinop,-11.8544,-55.5103,MT,Fox + Aureo,Triazolinthione+Strobilurin,PROT+TRIFL,3,3,3257,0
1,Embrapa Sinop,2017,M8210 IPRO,Sinop,-11.8544,-55.5103,MT,Fox + Aureo,Triazolinthione+Strobilurin,PROT+TRIFL,4,5,3758,0
2,AgroCarregal,2017,CD 2728 IPRO,Rio Verde,-17.7928,-50.9196,GO,Fox + Aureo ,Triazolinthione+Strobilurin,PROT+TRIFL,1,10,4932,0
2,AgroCarregal,2017,CD 2728 IPRO,Rio Verde,-17.7928,-50.9196,GO,Fox + Aureo ,Triazolinthione+Strobilurin,PROT+TRIFL,2,8,5215,0
2,AgroCarregal,2017,CD 2728 IPRO,Rio Verde,-17.7928,-50.9196,GO,Fox + Aureo ,Triazolinthione+Strobilurin,PROT+TRIFL,3,6,5850,0
2,AgroCarregal,2017,CD 2728 IPRO,Rio Verde,-17.7928,-50.9196,GO,Fox + Aureo ,Triazolinthione+Strobilurin,PROT+TRIFL,4,10,4936,0
3,Fundação MS_Bonito,2017,BMX Potência RR,Bonito,-21.1282,-56.4879,MS,Fox + Aureo ,Triazolinthione+Strobilurin,PROT+TRIFL,1,7.0,3678,1
3,Fundação MS_Bonito,2017,BMX Potência RR,Bonito,-21.1282,-56.4879,MS,Fox + Aureo ,Triazolinthione+Strobilurin,PROT+TRIFL,2,5.0,3750,1
3,Fundação MS_Bonito,2017,BMX Potência RR,Bonito,-21.1282,-56.4879,MS,Fox + Aureo ,Triazolinthione+Strobilurin,PROT+TRIFL,3,5.9,3498,1
3,Fundação MS_Bonito,2017,BMX Potência RR,Bonito,-21.1282,-56.4879,MS,Fox + Aureo ,Triazolinthione+Strobilurin,PROT+TRIFL,4,8.5,3312,1
3,Fundação MS_Bonito,2017,BMX Potência RR,Bonito,-21.1282,-56.4879,MS,Fox + Aureo ,Triazolinthione+Strobilurin,PROT+TRIFL,5,7.2,3510,1
4,Fundação MS_CG,2017,NA 6700 IPRO,Campo Grande,-20.4649,-54.6218,MS,Fox + Aureo ,Triazolinthione+Strobilurin,PROT+TRIFL,1,1.7,4098,1
4,Fundação MS_CG,2017,NA 6700 IPRO,Campo Grande,-20.4649,-54.6218,MS,Fox + Aureo ,Triazolinthione+Strobilurin,PROT+TRIFL,2,2.6,4140,1
4,Fundação MS_CG,2017,NA 6700 IPRO,Campo Grande,-20.4649,-54.6218,MS,Fox + Aureo ,Triazolinthione+Strobilurin,PROT+TRIFL,3,2.5,4044,1
4,Fundação MS_CG,2017,NA 6700 IPRO,Campo Grande,-20.4649,-54.6218,MS,Fox + Aureo ,Triazolinthione+Strobilurin,PROT+TRIFL,4,1.7,3918,1
4,Fundação MS_CG,2017,NA 6700 IPRO,Campo Grande,-20.4649,-54.6218,MS,Fox + Aureo ,Triazolinthione+Strobilurin,PROT+TRIFL,5,3.0,4146,1
5,Fundação MS Maracaju,2017,NA 5909 RG,Maracaju,-21.6236,-55.1603,MS,Fox + Aureo ,Triazolinthione+Strobilurin,PROT+TRIFL,1,3.1,3564,1
5,Fundação MS Maracaju,2017,NA 5909 RG,Maracaju,-21.6236,-55.1603,MS,Fox + Aureo ,Triazolinthione+Strobilurin,PROT+TRIFL,2,3.3,3312,1
5,Fundação MS Maracaju,2017,NA 5909 RG,Maracaju,-21.6236,-55.1603,MS,Fox + Aureo ,Triazolinthione+Strobilurin,PROT+TRIFL,3,1.4,3828,1
5,Fundação MS Maracaju,2017,NA 5909 RG,Maracaju,-21.6236,-55.1603,MS,Fox + Aureo ,Triazolinthione+Strobilurin,PROT+TRIFL,4,2.7,3840,1
5,Fundação MS Maracaju,2017,NA 5909 RG,Maracaju,-21.6236,-55.1603,MS,Fox + Aureo ,Triazolinthione+Strobilurin,PROT+TRIFL,5,4.5,3312,1
6,Fundação MS Navirai,2017,BMX Potência RR,Naviraí,-23.0622,-54.2018,MS,Fox + Aureo ,Triazolinthione+Strobilurin,PROT+TRIFL,1,6.7,3294.0,1
6,Fundação MS Navirai,2017,BMX Potência RR,Naviraí,-23.0622,-54.2018,MS,Fox + Aureo ,Triazolinthione+Strobilurin,PROT+TRIFL,2,7.2,3198.0,1
6,Fundação MS Navirai,2017,BMX Potência RR,Naviraí,-23.0622,-54.2018,MS,Fox + Aureo ,Triazolinthione+Strobilurin,PROT+TRIFL,3,6.1,3366.0,1
6,Fundação MS Navirai,2017,BMX Potência RR,Naviraí,-23.0622,-54.2018,MS,Fox + Aureo ,Triazolinthione+Strobilurin,PROT+TRIFL,4,4.9,3252.0,1
6,Fundação MS Navirai,2017,BMX Potência RR,Naviraí,-23.0622,-54.2018,MS,Fox + Aureo ,Triazolinthione+Strobilurin,PROT+TRIFL,5,7.1,3300.0,1
7,CNParecis,2017,TMG 803,Campo Novo do Parecis,-13.6638,-57.8886,MT,Fox + Aureo ,Triazolinthione+Strobilurin,PROT+TRIFL,1,11.5,3536,0
7,CNParecis,2017,TMG 803,Campo Novo do Parecis,-13.6638,-57.8886,MT,Fox + Aureo ,Triazolinthione+Strobilurin,PROT+TRIFL,2,12.5,3155,0
7,CNParecis,2017,TMG 803,Campo Novo do Parecis,-13.6638,-57.8886,MT,Fox + Aureo ,Triazolinthione+Strobilurin,PROT+TRIFL,3,12.0,3138,0
7,CNParecis,2017,TMG 803,Campo Novo do Parecis,-13.6638,-57.8886,MT,Fox + Aureo ,Triazolinthione+Strobilurin,PROT+TRIFL,4,11.0,3595,0
8,Deciolandia,2017,TMG 803,Deciolândia,-14.1838,-57.5066,MT,Fox + Aureo ,Triazolinthione+Strobilurin,PROT+TRIFL,1,10.5,3278,0
8,Deciolandia,2017,TMG 803,Deciolândia,-14.1838,-57.5066,MT,Fox + Aureo ,Triazolinthione+Strobilurin,PROT+TRIFL,2,10.5,3353,0
8,Deciolandia,2017,TMG 803,Deciolândia,-14.1838,-57.5066,MT,Fox + Aureo ,Triazolinthione+Strobilurin,PROT+TRIFL,3,11.5,3320,0
8,Deciolandia,2017,TMG 803,Deciolândia,-14.1838,-57.5066,MT,Fox + Aureo ,Triazolinthione+Strobilurin,PROT+TRIFL,4,11.0,3093,0
9,Fundação Chapadão,2017,NA 5909 RG,Chapadão do Sul,-18.796,-52.6196,MS,Fox + Aureo ,Triazolinthione+Strobilurin,PROT+TRIFL,1,2.5,4140,0
9,Fundação Chapadão,2017,NA 5909 RG,Chapadão do Sul,-18.796,-52.6196,MS,Fox + Aureo ,Triazolinthione+Strobilurin,PROT+TRIFL,2,1.0,3857,0
9,Fundação Chapadão,2017,NA 5909 RG,Chapadão do Sul,-18.796,-52.6196,MS,Fox + Aureo ,Triazolinthione+Strobilurin,PROT+TRIFL,3,0.5,4139,0
9,Fundação Chapadão,2017,NA 5909 RG,Chapadão do Sul,-18.796,-52.6196,MS,Fox + Aureo ,Triazolinthione+Strobilurin,PROT+TRIFL,4,1.0,4375,0
10,Fundação Rio Verde,2017,M8210 IPRO,Lucas do Rio Verde,-13.0764,-55.9094,MT,Fox + Aureo ,Triazolinthione+Strobilurin,PROT+TRIFL,1,8.0,3029,0
10,Fundação Rio Verde,2017,M8210 IPRO,Lucas do Rio Verde,-13.0764,-55.9094,MT,Fox + Aureo ,Triazolinthione+Strobilurin,PROT+TRIFL,2,10.0,3562,0
10,Fundação Rio Verde,2017,M8210 IPRO,Lucas do Rio Verde,-13.0764,-55.9094,MT,Fox + Aureo ,Triazolinthione+Strobilurin,PROT+TRIFL,3,10.0,3198,0
10,Fundação Rio Verde,2017,M8210 IPRO,Lucas do Rio Verde,-13.0764,-55.9094,MT,Fox + Aureo ,Triazolinthione+Strobilurin,PROT+TRIFL,4,12.0,3808,0
11,Dalcin,2017,M8210 IPRO,Nova Xavantina,-14.6769,-52.3533,MT,Fox + Aureo ,Triazolinthione+Strobilurin,PROT+TRIFL,1,19.0,2308,1
11,Dalcin,2017,M8210 IPRO,Nova Xavantina,-14.6769,-52.3533,MT,Fox + Aureo ,Triazolinthione+Strobilurin,PROT+TRIFL,2,22.0,1922,1
11,Dalcin,2017,M8210 IPRO,Nova Xavantina,-14.6769,-52.3533,MT,Fox + Aureo ,Triazolinthione+Strobilurin,PROT+TRIFL,3,18.0,2707,1
11,Dalcin,2017,M8210 IPRO,Nova Xavantina,-14.6769,-52.3533,MT,Fox + Aureo ,Triazolinthione+Strobilurin,PROT+TRIFL,4,18.0,2332,1
12,UniRV,2017,TMG 2181 IPRO,Rio Verde,-17.7928,-50.9196,GO,Fox + Aureo ,Triazolinthione+Strobilurin,PROT+TRIFL,1,12.1,4017,0
12,UniRV,2017,TMG 2181 IPRO,Rio Verde,-17.7928,-50.9196,GO,Fox + Aureo ,Triazolinthione+Strobilurin,PROT+TRIFL,2,14.3,3580,0
12,UniRV,2017,TMG 2181 IPRO,Rio Verde,-17.7928,-50.9196,GO,Fox + Aureo ,Triazolinthione+Strobilurin,PROT+TRIFL,3,12.7,3952,0
12,UniRV,2017,TMG 2181 IPRO,Rio Verde,-17.7928,-50.9196,GO,Fox + Aureo ,Triazolinthione+Strobilurin,PROT+TRIFL,4,12.4,4055,0
13,Xingu,2017,TMG 2181 IPRO,Confresa,-10.6569,-51.5704,MT,Fox + Aureo ,Triazolinthione+Strobilurin,PROT+TRIFL,1,19.4,3071,0
13,Xingu,2017,TMG 2181 IPRO,Confresa,-10.6569,-51.5704,MT,Fox + Aureo ,Triazolinthione+Strobilurin,PROT+TRIFL,2,12.1,4323,0
13,Xingu,2017,TMG 2181 IPRO,Confresa,-10.6569,-51.5704,MT,Fox + Aureo ,Triazolinthione+Strobilurin,PROT+TRIFL,3,10.5,3519,0
13,Xingu,2017,TMG 2181 IPRO,Confresa,-10.6569,-51.5704,MT,Fox + Aureo ,Triazolinthione+Strobilurin,PROT+TRIFL,4,5.9,3815,0
14,CNP,2017,TMG 2181 IPRO,Campo Novo do Parecis,-13.6638,-57.8886,MT,Fox + Aureo ,Triazolinthione+Strobilurin,PROT+TRIFL,1,7.0,4021,
14,CNP,2017,TMG 2181 IPRO,Campo Novo do Parecis,-13.6638,-57.8886,MT,Fox + Aureo ,Triazolinthione+Strobilurin,PROT+TRIFL,2,7.0,3888,
14,CNP,2017,TMG 2181 IPRO,Campo Novo do Parecis,-13.6638,-57.8886,MT,Fox + Aureo ,Triazolinthione+Strobilurin,PROT+TRIFL,3,7.0,3780,
14,CNP,2017,TMG 2181 IPRO,Campo Novo do Parecis,-13.6638,-57.8886,MT,Fox + Aureo ,Triazolinthione+Strobilurin,PROT+TRIFL,4,7.0,4086,
15,ITA,2017,TMG 2181 IPRO,Campo Novo do Parecis,-13.6638,-57.8886,MT,Fox + Aureo ,Triazolinthione+Strobilurin,PROT+TRIFL,1,10.0,4350.1,1
15,ITA,2017,TMG 2181 IPRO,Campo Novo do Parecis,-13.6638,-57.8886,MT,Fox + Aureo ,Triazolinthione+Strobilurin,PROT+TRIFL,2,10.0,3843.8,1
15,ITA,2017,TMG 2181 IPRO,Campo Novo do Parecis,-13.6638,-57.8886,MT,Fox + Aureo ,Triazolinthione+Strobilurin,PROT+TRIFL,3,17.0,3828.5,1
